header,date,link
"ИИ-компании в Китае столь же эффективны, как в США, заявили в Росконгрессе ","27.02.2025, 00:39",https://ria.ru/20250227/roskongress-2001836169.html
"В ""Автодоре"" отреагировали на уход из России крупной французской компании ","26.02.2025, 20:09",https://ria.ru/20250226/vinci-2001811302.html
"""Ростех"" выпустил импортозамещенный станок для обработки авиадеталей ","26.02.2025, 08:17",https://ria.ru/20250226/rostekh-2001632328.html
Эксперты нашли критические уязвимости в каждом втором банковском приложении ,"26.02.2025, 05:35",https://ria.ru/20250226/prilozheniya-2001622127.html
В Совфеде рассказали о внедрении ИИ в сельское хозяйство ,"25.02.2025, 20:16",https://ria.ru/20250225/ii-2001582166.html
"Эксперт назвал отрасли, которым не обойтись без редкоземельных металлов ","25.02.2025, 11:35",https://ria.ru/20250225/metally-2001463105.html
ВТБ назвал возвращение Visa и Mastercard в Россию малозначимым ,"25.02.2025, 10:08",https://ria.ru/20250225/vtb-2001423526.html
Путин призвал наладить полный цикл переработки редких металлов ,"24.02.2025, 22:36",https://ria.ru/20250224/putin-2001371547.html
Alibaba вложит 53 миллиарда долларов в создание инфраструктуры ИИ в Китае ,"24.02.2025, 07:35",https://ria.ru/20250224/ii-2001198871.html
Банки предупредили о возможных сложностях с покупкой новых долларов ,"24.02.2025, 06:18",https://ria.ru/20250224/dollary-2001196651.html
В Сибур рассказали о потенциале замещения материалов полимерами ,"24.02.2025, 04:31",https://ria.ru/20250224/polimery-2001192370.html
"""Сибур"" рассматривает применение своих материалов для аккумуляторов ","24.02.2025, 02:48",https://ria.ru/20250224/sibur-2001190142.html
Эксперты назвали главные недостатки iPhone 16e ,"22.02.2025, 13:14",https://ria.ru/20250222/iphone-2000982916.html
Уход из России обошелся западным брендам почти в 14 миллиардов долларов ,"22.02.2025, 08:07",https://ria.ru/20250222/ukhod-2000952025.html
Гурьев рассказал об успехах отрасли минудобрений в биологизации АПК России  ,"21.02.2025, 23:58",https://ria.ru/20250221/udobreniya-2000933940.html
Путину рассказали о создании катализаторов для производства полипропилена ,"21.02.2025, 21:36",https://ria.ru/20250221/putin-2000919339.html
Собянин представил Путину инновационные разработки московских предприятий ,"21.02.2025, 21:02",https://ria.ru/20250221/sobjanin-2000914490.html
"АКИТ: авторизация в ""Госуслугах"" усложнит продажу зарубежных товаров онлайн ","21.02.2025, 19:51",https://ria.ru/20250221/prodazha-2000904330.html
Путин высказался о редкоземельных металлах ,"21.02.2025, 16:59",https://ria.ru/20250221/putin-2000858098.html
"Путин вспомнил, как ему рассказали об идее атомных подводных газовозов ","21.02.2025, 16:52",https://ria.ru/20250221/putin-2000856306.html
Путин призвал нарастить финансирование науки ,"21.02.2025, 16:13",https://ria.ru/20250221/nauka-2000843327.html
Путин заявил о важности развития добычи редкоземельных металлов ,"21.02.2025, 16:09",https://ria.ru/20250221/putin-2000841288.html
Путин попросил обеспечить преимущества российским предприятиям ,"21.02.2025, 16:03",https://ria.ru/20250221/putin-2000839418.html
"Россия открыта к сотрудничеству с мировыми учеными и бизнесом, заявил Путин ","21.02.2025, 15:54",https://ria.ru/20250221/putin-2000835782.html
"""Об этом говорит весь мир"". Путин поставил российским ученым новые задачи ","21.02.2025, 15:52",https://ria.ru/20250221/putin-2000834294.html
"Новые предприятия позволят нарастить выпуск полимеров, заявил Путин ","21.02.2025, 15:38",https://ria.ru/20250221/polimery-2000827240.html
Путин призвал нарастить потенциал химической промышленности ,"21.02.2025, 15:36",https://ria.ru/20250221/putin-2000826431.html
